epoch,train_total,train_pixel,train_perc,train_edge,train_tv,train_critic,train_cls,val_total,val_pixel,val_perc,val_edge,val_tv,val_critic,val_cls,sec
121,0.033446809999649926,0.03270103782479975,nan,nan,0.031210593806887135,0.00022236843710964166,0.02112972716918414,0.031055921958269256,0.030293715456010478,nan,nan,0.031747516832853616,0.0002304166555404663,0.021432439422872113,568.2550070285797
122,0.033358264742897055,0.03261323572664771,nan,nan,0.031481495512011314,0.00021887193440398958,0.021133928395027552,0.030861118073134047,0.030072503882509313,nan,nan,0.032036429957339636,0.0002532797424416793,0.02149752515833825,568.2457871437073
123,0.03329065875066302,0.032545432329549866,nan,nan,0.031646527463619324,0.00021743497471538232,0.02113238585907475,0.03078395347601097,0.030012243917505992,nan,nan,0.03232945893940173,0.00023405646022997404,0.02143527491410312,570.5516300201416
124,0.03321187718010581,0.03246656231047397,nan,nan,0.03178687234526699,0.0002162446178774893,0.02112011088157814,0.03069978374007501,0.02994872431123727,nan,nan,0.03186627438193873,0.0002178149788003219,0.021457533578780528,569.3218302726746
125,0.033138335117974656,0.03239227587618089,nan,nan,0.031922429014674174,0.00021555999115667463,0.021127499253443868,0.030560043811994165,0.029801908512844852,nan,nan,0.032354154084858144,0.00022032778514058968,0.021425952454783806,569.9388360977173
126,0.03308448377976016,0.03233776968192108,nan,nan,0.03203766884982338,0.00021515945786411322,0.021117859491277563,0.030426670405033388,0.029636272621390066,nan,nan,0.03246618572034334,0.00025145944796110456,0.021426160188734923,568.9657297134399
127,0.033002156511093804,0.03225446808902384,nan,nan,0.03215578690315913,0.00021496745815885546,0.021116344039567362,0.030378228335298206,0.02961269998922944,nan,nan,0.03251959148206209,0.00022616904032857796,0.02141666129893182,568.5669403076172
128,0.032938614114343956,0.0321903336171872,nan,nan,0.032266079800800214,0.00021442423746423814,0.02111949192633886,0.030666671423731667,0.02989201210929375,nan,nan,0.033357017918636926,0.0002267211675643921,0.02143670173092304,570.1667249202728
129,0.03287063805637016,0.032121730501403135,nan,nan,0.03237582774168906,0.00021402663893573987,0.02111216208021752,0.030294108155526613,0.02951629154727255,nan,nan,0.03281041195518092,0.00023549559869264302,0.021421862092163218,570.9274182319641
130,0.032803774855891435,0.03205422882569357,nan,nan,0.032451661383725405,0.00021388680362833688,0.02111439764643044,0.030651226541713664,0.029865432567404288,nan,nan,0.03338472466719778,0.00023782017983888326,0.021412589642415315,569.9141669273376
